Job Title,Department,Team,Employment Type,Location,Workplace Type,Published Date,Salary Min,Salary Max,Job URL,Salary Midpoint
"Consumer Marketing Lead, Korea",Marketing,Marketing,FullTime,"Seoul, South Korea",Hybrid,2026-08-21 08:50:21.807000+00:00,,,https://jobs.ashbyhq.com/openai/2e035bad-8691-4efc-839e-a21b41b7e6fc,
"Lead, Incidents & Escalations, User Operations",User Operations,Support Delivery,FullTime,San Francisco,Hybrid,2026-06-15 21:28:14.267000+00:00,234000.0,315000.0,https://jobs.ashbyhq.com/openai/b0729478-f363-498e-a088-b659c40d4580,274500.0
"Full Stack Software Engineer, ChatGPT Finances",Applied AI,Applied AI Engineering,FullTime,San Francisco,Hybrid,2026-06-15 18:16:20.513000+00:00,347000.0,385000.0,https://jobs.ashbyhq.com/openai/39e06ef9-5e62-425d-81e2-e8690188011f,366000.0
"System Performance Engineer, Consumer Devices",Consumer Devices,Software,FullTime,San Francisco,Hybrid,2026-06-15 23:31:14.253000+00:00,347000.0,385000.0,https://jobs.ashbyhq.com/openai/3fe77c71-1f20-45b5-8291-62f0d2104989,366000.0
"System Power Engineer, Consumer Devices",Consumer Devices,Software,FullTime,San Francisco,Hybrid,2026-06-16 00:07:50.061000+00:00,347000.0,385000.0,https://jobs.ashbyhq.com/openai/3124e8f0-e9e7-4c8b-8541-13cbbc5d1f4a,366000.0
"Account Director, Public Sector - Tokyo",Go To Market,Sales,FullTime,"Tokyo, Japan",Hybrid,2026-06-17 02:58:23.614000+00:00,,,https://jobs.ashbyhq.com/openai/e6050096-9dcc-4054-8f3c-02af8b5bcbeb,
"Agent Post-Training, Personality",Research,Agents,FullTime,San Francisco,Not Specified,2026-06-26 17:42:19.579000+00:00,380000.0,500000.0,https://jobs.ashbyhq.com/openai/3302ceaf-f6ca-4803-9846-7fff7ad48a0d,440000.0
Advanced Packaging Reliability Engineer,Scaling,Hardware,FullTime,San Francisco,Hybrid,2026-06-16 22:30:59.069000+00:00,266000.0,445000.0,https://jobs.ashbyhq.com/openai/6d545b2c-5697-4f38-affc-aaa309f5bb26,355500.0
"Account Director, Mid-Market",Go To Market,Sales,FullTime,Singapore,Hybrid,2026-06-18 17:21:27.727000+00:00,,,https://jobs.ashbyhq.com/openai/8a3fdf98-ad82-4082-ace0-9edb89bc8f6d,
"Account Director, Mid-Market",Go To Market,Sales,FullTime,"Sydney, Australia",Not Specified,2026-05-19 00:17:23.621000+00:00,,,https://jobs.ashbyhq.com/openai/71f97dd6-63bc-4f86-8c34-dcb71577069a,
"Trust & Safety Ads Operations Analyst, Data",User Operations,Trust & Safety,FullTime,San Francisco,Not Specified,2026-08-28 16:21:10.531000+00:00,252000.0,280000.0,https://jobs.ashbyhq.com/openai/26e8c199-7dcb-4144-b263-f35220421a6d,266000.0
"Recruiter, AI/ML Research EMEA",People,Recruiting,FullTime,"London, UK",Hybrid,2026-06-18 20:52:24.408000+00:00,,,https://jobs.ashbyhq.com/openai/49111f4e-eac8-438a-aca3-6b8896ae4287,
"Account Director, Large Enterprise",Go To Market,Sales,FullTime,"London, UK",Not Specified,2026-07-30 07:19:53.747000+00:00,,,https://jobs.ashbyhq.com/openai/88a57561-561b-4a14-bc43-78bc7f144164,
"Applied AI Engineer, Digital Natives",Go To Market,Technical Success,FullTime,São Paulo,Hybrid,2026-08-14 20:38:49.179000+00:00,675000.0,750000.0,https://jobs.ashbyhq.com/openai/0ed5f6c7-3977-4da9-9961-202fe76de456,712500.0
"Deal Lead, Special Situations (Semiconductors)",Partnerships,Special Situations,FullTime,San Francisco,Hybrid,2026-07-15 17:55:43.879000+00:00,333000.0,370000.0,https://jobs.ashbyhq.com/openai/875b6559-55f0-4cea-ad62-0063d0cb0b73,351500.0
"Account Director, Strategic Banking",Go To Market,Sales,FullTime,New York City,Hybrid,2026-06-25 17:21:51.154000+00:00,189000.0,240000.0,https://jobs.ashbyhq.com/openai/22344614-c6ea-4ab5-97e5-49e97a8c8488,214500.0
"Account Director, Insurance",Go To Market,Sales,FullTime,New York City,Hybrid,2026-06-25 02:13:05.065000+00:00,189000.0,240000.0,https://jobs.ashbyhq.com/openai/24ade569-b2eb-4879-b6d3-82407ac0efe7,214500.0
"Engineering Manager, Identity & Access Platform",Security,Security,FullTime,San Francisco,Hybrid,2026-06-22 20:30:24.868000+00:00,347000.0,510000.0,https://jobs.ashbyhq.com/openai/5839b9a2-7d92-452a-8b56-06f8c3f97b75,428500.0
Staff Security Reliability Engineer,Security,Security,FullTime,San Francisco,Hybrid,2026-06-23 20:59:53.147000+00:00,347000.0,510000.0,https://jobs.ashbyhq.com/openai/a368e0b4-2027-4d73-b45b-8a6a9b06c77b,428500.0
"Data Scientist, Identity",Data Science,Data Science,FullTime,San Francisco,Not Specified,2026-06-22 22:33:26.193000+00:00,293000.0,515000.0,https://jobs.ashbyhq.com/openai/1f9c3666-82c8-45a7-8d4b-633a265ce996,404000.0
Forward Deployed Engineer - Seoul,Forward Deployed Engineering,Forward Deployed Engineering,FullTime,"Seoul, South Korea",Hybrid,2026-06-23 18:06:25.889000+00:00,,,https://jobs.ashbyhq.com/openai/b43339a1-e830-4761-a193-3438f34f9ebb,
"Growth Marketing Manager - Web & Organic, SMB Ads",Marketing,Marketing,FullTime,San Francisco,Hybrid,2026-09-14 18:10:34.378000+00:00,198000.0,219000.0,https://jobs.ashbyhq.com/openai/9fac9e21-ee83-487a-a537-297a0666a85d,208500.0
"Applied AI Engineer, Cyber",Go To Market,Technical Success,FullTime,San Francisco,Hybrid,2026-06-23 22:49:47.082000+00:00,266000.0,362000.0,https://jobs.ashbyhq.com/openai/b46ffd99-f9f2-440c-ac13-448eb7911ad6,314000.0
"Applied AI Engineer, Cyber",Go To Market,Technical Success,FullTime,Singapore,Hybrid,2026-07-08 16:58:31.368000+00:00,,,https://jobs.ashbyhq.com/openai/29f15e50-1611-4256-afad-03b7df0b7aa7,
"Account Director, Life Sciences",Go To Market,Sales,FullTime,San Francisco,Hybrid,2026-06-24 00:26:34.020000+00:00,189000.0,240000.0,https://jobs.ashbyhq.com/openai/0b32c370-a2bb-4784-a326-67dfbb130ef5,214500.0
"Applied AI Engineer, Cyber | Tokyo",Go To Market,Technical Success,FullTime,"Tokyo, Japan",Not Specified,2026-07-08 17:00:02.752000+00:00,,,https://jobs.ashbyhq.com/openai/1328e781-c66c-4f71-8eb0-6c684273833b,
RTL Design Engineer – Interconnect & Network Datapath,Scaling,Hardware,FullTime,San Francisco,Hybrid,2026-06-23 23:52:56.682000+00:00,225000.0,445000.0,https://jobs.ashbyhq.com/openai/6cf91ff5-a811-435c-bf93-f3d958896599,335000.0
"Research Engineer/Research Scientist - Personal AGI, North Stars",Research,Post-training,FullTime,San Francisco,Hybrid,2026-06-25 04:24:09.112000+00:00,380000.0,500000.0,https://jobs.ashbyhq.com/openai/171ebca6-de53-4d6e-a312-30332f353957,440000.0
Account Associate - Singapore (Korean-speaking),Go To Market,Account Associates,FullTime,Singapore,Hybrid,2026-06-25 04:48:19.182000+00:00,,,https://jobs.ashbyhq.com/openai/974fff14-f2d7-4a99-8740-eb8dc5300d82,
BIM Designer & Coordinator,Scaling,Datacenter Design,FullTime,San Francisco,Hybrid,2026-08-23 21:53:27.920000+00:00,141000.0,285000.0,https://jobs.ashbyhq.com/openai/ad6b55f9-fa63-4860-b852-d90592e49d1c,213000.0
AI Deployment Manager (Builder) - Tokyo,Go To Market,Technical Success,FullTime,"Tokyo, Japan",Not Specified,2026-06-25 05:15:08.956000+00:00,,,https://jobs.ashbyhq.com/openai/bb569a6b-a7e9-4c4d-a78e-d35349b2f9d9,
Model Designer,Applied AI,Applied AI,FullTime,San Francisco,Hybrid,2026-06-26 23:56:02.695000+00:00,266000.0,295000.0,https://jobs.ashbyhq.com/openai/91e1c582-cceb-4e98-bc5a-caf2def45a0d,280500.0
Economist,Finance,Finance,FullTime,San Francisco,Hybrid,2026-06-26 19:39:46.571000+00:00,266000.0,385000.0,https://jobs.ashbyhq.com/openai/9ac67097-139b-4e3c-8c13-e9a6be26cf1b,325500.0
"Device Safety & Risk Operations Specialist, User Safety & Risk Operations",User Operations,Trust & Safety,FullTime,San Francisco,Hybrid,2026-06-26 21:52:59.691000+00:00,252000.0,335000.0,https://jobs.ashbyhq.com/openai/24f3c017-d844-4df1-bc52-71f95b6e731d,293500.0
"Integrated Marketing Manager, Developers",Marketing,Marketing,FullTime,San Francisco,Hybrid,2026-08-24 17:04:54.961000+00:00,287000.0,318000.0,https://jobs.ashbyhq.com/openai/39256344-0da0-4a5d-bd65-5438d94f7738,302500.0
"Technical Program Manager, Strategic Initiatives",Technical Program Management,Technical Program Management,FullTime,San Francisco,Not Specified,2026-07-06 17:24:40.023000+00:00,257000.0,445000.0,https://jobs.ashbyhq.com/openai/ee047eec-ae79-474b-9f1b-764242bc3c63,351000.0
"Founding Full Stack Software Engineer, Legal",Applied AI,Applied AI Engineering,FullTime,San Francisco,Not Specified,2026-06-29 00:06:01.652000+00:00,347000.0,385000.0,https://jobs.ashbyhq.com/openai/fcb0ed1a-9329-4e8f-8aab-92bb626d8141,366000.0
"Researcher, Alignment CoT Monitorability",Research,Alignment,FullTime,San Francisco,Not Specified,2026-08-04 23:15:30.874000+00:00,295000.0,500000.0,https://jobs.ashbyhq.com/openai/82492010-ea96-449d-9949-b726b1a22616,397500.0
"Product Manager, Core Models",Product Management,Product Management,FullTime,San Francisco,Hybrid,2026-07-07 20:44:47.742000+00:00,347000.0,490000.0,https://jobs.ashbyhq.com/openai/33b8effb-b048-4934-a279-87fff192a330,418500.0
"Senior Manager, Procurement Operations ",Finance,Finance,FullTime,San Francisco,Hybrid,2026-06-30 22:33:35.806000+00:00,216000.0,240000.0,https://jobs.ashbyhq.com/openai/2006f284-96ff-42d9-bd40-8c71529b93ae,228000.0
"Pricing Strategist, API",Finance,Finance,FullTime,San Francisco,Hybrid,2026-07-06 17:20:26.522000+00:00,234000.0,260000.0,https://jobs.ashbyhq.com/openai/3fb79b50-dd7c-47d9-b5de-56f50b90c99e,247000.0
Customer Success Manager - Ads Solutions,Go To Market,Ads Solutions,FullTime,"Paris, France",Hybrid,2026-07-16 18:18:21.760000+00:00,,,https://jobs.ashbyhq.com/openai/e2a538e9-70ce-4596-9e1c-5ad578040c61,
Customer Success Manager - Ads Solutions,Go To Market,Ads Solutions,FullTime,"Munich, Germany",Hybrid,2026-07-16 18:18:16.292000+00:00,,,https://jobs.ashbyhq.com/openai/30e2445d-561e-4e10-8a30-1f5baa611596,
"Regional Client Partner, Ads Solutions",Go To Market,Ads Solutions,FullTime,"Dublin, Ireland",Hybrid,2026-07-16 18:03:22.657000+00:00,,,https://jobs.ashbyhq.com/openai/ad387960-a0ec-4699-bed8-069d51aafc8a,
"Regional Client Partner, Ads Solutions",Go To Market,Ads Solutions,FullTime,"Paris, France",Hybrid,2026-07-16 17:57:54.102000+00:00,,,https://jobs.ashbyhq.com/openai/b1d19dac-065d-42d3-9f2c-97cc3fe73cdf,
"Regional Client Partner, Ads Solutions",Go To Market,Ads Solutions,FullTime,"Munich, Germany",Hybrid,2026-07-16 18:03:15.403000+00:00,,,https://jobs.ashbyhq.com/openai/f56ab5d8-9f0c-4622-906b-554ca28bd0ff,
"Manager, Applied AI Engineering  (Enterprise)",Go To Market,Technical Success,FullTime,New York City,Hybrid,2026-08-31 13:59:22.188000+00:00,251000.0,335000.0,https://jobs.ashbyhq.com/openai/0a24703f-6108-4422-807e-78831dd98ed1,293000.0
"Integrated Marketing Manager, Product & Model Launches",Marketing,Marketing,FullTime,San Francisco,Hybrid,2026-08-24 17:23:55.234000+00:00,287000.0,318000.0,https://jobs.ashbyhq.com/openai/c5d0b0d2-7f17-4981-b224-adb1414c5158,302500.0
"Network Operations Engineer, AI Networking",Scaling,Datacenter Design,FullTime,San Francisco,Not Specified,2026-09-15 00:10:05.457000+00:00,157000.0,302000.0,https://jobs.ashbyhq.com/openai/bbad4315-1f13-4b2f-b595-cf1287274f2f,229500.0
"Tech Lead Manager, Education",Applied AI,Applied AI Engineering,FullTime,San Francisco,Hybrid,2026-08-10 05:36:37.356000+00:00,401000.0,445000.0,https://jobs.ashbyhq.com/openai/6922ab5c-5b90-4da2-ab10-cbc46d4f4860,423000.0
"Applied AI Engineer, Cyber",Go To Market,Technical Success,FullTime,"Dublin, Ireland",Hybrid,2026-07-08 22:47:52.356000+00:00,,,https://jobs.ashbyhq.com/openai/7ad26793-3f0d-4336-91e8-1aaf800cfdae,
"Software Engineer, ChatGPT Shopping",Applied AI,Applied AI Engineering,FullTime,San Francisco,Hybrid,2026-07-09 22:15:49.719000+00:00,347000.0,445000.0,https://jobs.ashbyhq.com/openai/ca54cd23-2bcc-4327-bcb6-46d81ed414a8,396000.0
"Software Engineer, Codex Cyber",Applied AI,Codex - Engineering,FullTime,San Francisco,Not Specified,2026-07-07 05:36:29.100000+00:00,266000.0,445000.0,https://jobs.ashbyhq.com/openai/eefeb527-4e36-432e-a787-88e4672e29e1,355500.0
"Applied AI Engineer, Enterprise",Go To Market,Technical Success,FullTime,San Francisco,Hybrid,2026-07-08 23:07:51.379000+00:00,251000.0,278000.0,https://jobs.ashbyhq.com/openai/01091aed-427d-4e10-8cdb-fb500cf55bb9,264500.0
"Growth Marketing Manager, SMB Ads",Marketing,Marketing,FullTime,San Francisco,Hybrid,2026-07-08 20:46:27.864000+00:00,198000.0,219000.0,https://jobs.ashbyhq.com/openai/dc503400-f7a8-4ad4-b50b-b33d2d12cc2d,208500.0
"Software Engineer, Model Deployment- ChatGPT Engineering",Applied AI,Applied AI Engineering,FullTime,"London, UK",Hybrid,2026-08-17 16:45:16.766000+00:00,194000.0,280000.0,https://jobs.ashbyhq.com/openai/f8b84ae5-743b-41c9-8432-02dff9993d6b,237000.0
"Software Engineer, Codex — User Activation",Applied AI,Codex - Engineering,FullTime,San Francisco,Hybrid,2026-07-13 19:27:13.459000+00:00,230000.0,385000.0,https://jobs.ashbyhq.com/openai/d1c6cb87-a44d-4d04-92a8-dc40eccd090e,307500.0
Head of Competitive Intelligence ,Strategy & Operations,Strategy & Operations,FullTime,San Francisco,Hybrid,2026-07-28 23:35:27.227000+00:00,347000.0,385000.0,https://jobs.ashbyhq.com/openai/25bdc949-e478-4c31-8997-d83482d4c0a2,366000.0
"Research Engineer / Research Scientist - Personal AGI, Personality and Model Behavior",Research,Post-training,FullTime,San Francisco,Hybrid,2026-07-07 23:17:31.191000+00:00,380000.0,500000.0,https://jobs.ashbyhq.com/openai/a86d9477-0277-498c-9647-02a257747607,440000.0
"Principal Software Engineer, Codex Cyber",Applied AI,Applied AI,FullTime,San Francisco,Not Specified,2026-07-09 21:41:46.386000+00:00,347000.0,490000.0,https://jobs.ashbyhq.com/openai/6c552323-f0bd-4756-a5fb-db2cda70173f,418500.0
Data Center Compute Infrastructure,Scaling,Compute,FullTime,San Francisco,Hybrid,2026-07-16 15:00:32.003000+00:00,230000.0,490000.0,https://jobs.ashbyhq.com/openai/3d4ac845-ec9c-43e0-bd79-9fdf5b87da69,360000.0
Lead Thermal Simulation Engineer,Research,Robotics,FullTime,San Francisco,OnSite,2026-07-10 16:23:06.933000+00:00,423000.0,485000.0,https://jobs.ashbyhq.com/openai/cebd0a1e-2724-4beb-8ed0-d9c7934d1222,454000.0
"Manager, Forward Deployed Engineer - Tokyo",Forward Deployed Engineering,Forward Deployed Engineering,FullTime,"Tokyo, Japan",Hybrid,2026-07-21 08:28:03.534000+00:00,,,https://jobs.ashbyhq.com/openai/bef38cc8-b13c-4ca8-8e1c-7d97139efdea,
"IT Support Dublin, EMEA Regional Lead",IT,IT,FullTime,"Dublin, Ireland",OnSite,2026-07-10 16:55:05.354000+00:00,,,https://jobs.ashbyhq.com/openai/8c460221-77ba-4120-b74e-3b1ad7c82818,
"Strategic Finance, B2B Partnerships",Strategic Finance,Strategic Finance,FullTime,San Francisco,Hybrid,2026-08-12 04:47:42.771000+00:00,234000.0,260000.0,https://jobs.ashbyhq.com/openai/56e699e0-421f-40d1-aad1-20cf6609794f,247000.0
"B2B Marketing Lead, India",Marketing,Marketing,FullTime,India - Remote,Remote,2026-07-11 00:33:54.779000+00:00,,,https://jobs.ashbyhq.com/openai/2e127590-8604-4901-ac38-8dfd8e9e255f,
Account Associate - SF,Go To Market,Account Associates,FullTime,San Francisco,Hybrid,2026-09-04 18:57:55.370000+00:00,144000.0,160000.0,https://jobs.ashbyhq.com/openai/55f36629-8351-41d9-b2f5-3d63c5e26bf7,152000.0
Account Associate - SF (Portuguese speaking),Go To Market,Account Associates,FullTime,San Francisco,Hybrid,2026-07-10 16:57:13.768000+00:00,144000.0,160000.0,https://jobs.ashbyhq.com/openai/08c536fc-1d2a-4ca3-99dd-6f6030286b0c,152000.0
Industrial Compute,Scaling,Datacenter Design,FullTime,US - Remote,Remote,2026-07-31 23:31:43.511000+00:00,150000.0,300000.0,https://jobs.ashbyhq.com/openai/6d7ece77-bf25-4f5e-9a84-c5ce26e18c37,225000.0
"Engineering Manager, Core Experimentation",Applied AI,Applied AI,FullTime,Seattle,Hybrid,2026-07-10 19:13:02.635000+00:00,510000.0,536000.0,https://jobs.ashbyhq.com/openai/eda0d516-94bd-4257-9679-aded0d709fba,523000.0
Senior Credit & Collections ,Finance,Finance,FullTime,San Francisco,Hybrid,2026-07-14 13:45:51.414000+00:00,158000.0,175000.0,https://jobs.ashbyhq.com/openai/c6094d81-4be2-40c7-8ae1-62f257fd1d49,166500.0
"Technical Deployment Lead, Semiconductors- SF",Forward Deployed Engineering,Forward Deployed Engineering,FullTime,San Francisco,Hybrid,2026-07-14 19:28:51.237000+00:00,200000.0,295000.0,https://jobs.ashbyhq.com/openai/1c2a411c-eb30-406b-bbd0-454d516ad797,247500.0
"Account Director, Tech ",Go To Market,Sales,FullTime,San Francisco,Hybrid,2026-09-03 21:24:39.255000+00:00,430000.0,480000.0,https://jobs.ashbyhq.com/openai/7e62a05e-2e43-4b95-bde7-34efa8d82c5f,455000.0
"Powered Land Developer, Development & Power Projects",Scaling,Datacenter Design,FullTime,US - Remote,Remote,2026-07-27 16:58:36.336000+00:00,223000.0,385000.0,https://jobs.ashbyhq.com/openai/d44d9fac-3a9f-4731-a4fc-7a6759ddb427,304000.0
Land Development & Due Diligence Lead,Scaling,Datacenter Design,FullTime,US - Remote,Remote,2026-07-27 16:58:09.607000+00:00,223000.0,385000.0,https://jobs.ashbyhq.com/openai/1f247dd3-5c54-49a7-83f5-ca6cf6ed7717,304000.0
Power Trading Lead,Scaling,Datacenter Design,FullTime,US - Remote,Remote,2026-08-09 00:08:50.218000+00:00,223000.0,385000.0,https://jobs.ashbyhq.com/openai/6e20368e-d51e-4562-8b94-0166317d52c7,304000.0
PCBA Manufacturing Engineer,Scaling,Datacenter Design,FullTime,Singapore,Hybrid,2026-08-13 04:29:16.509000+00:00,149000.0,320000.0,https://jobs.ashbyhq.com/openai/a547274b-246c-41a0-8590-a874fcc6f28b,234500.0
"Partner Director, HCL, Wipro & Cognizant ",Go To Market,Partnerships,FullTime,San Francisco,OnSite,2026-09-14 17:49:46.346000+00:00,380000.0,420000.0,https://jobs.ashbyhq.com/openai/a51b521c-d3bf-4653-99c6-c9152827cfb8,400000.0
Quantitative Intelligence Analyst,Intelligence & Investigations,Intelligence & Investigations,FullTime,San Francisco,Hybrid,2026-07-14 15:43:26.199000+00:00,198000.0,320000.0,https://jobs.ashbyhq.com/openai/5834b531-bb89-4471-9253-8c30bc0b26a8,259000.0
"Technical Program Manager, Cloud AI Partnerships",Technical Program Management,Technical Program Management,FullTime,San Francisco,Not Specified,2026-08-17 22:40:59.308000+00:00,257000.0,445000.0,https://jobs.ashbyhq.com/openai/db993e24-ce4f-4f55-9187-403726bcb957,351000.0
"Applied AI Engineer, Plugins",Go To Market,Technical Success,FullTime,San Francisco,Hybrid,2026-07-14 20:24:43.634000+00:00,197000.0,280000.0,https://jobs.ashbyhq.com/openai/ca9e0aeb-6df1-4b73-8ec0-2e9e124712f1,238500.0
"Engineering Manager, Model Flywheel",Applied AI,Applied AI Engineering,FullTime,San Francisco,Hybrid,2026-07-20 22:49:09.906000+00:00,401000.0,445000.0,https://jobs.ashbyhq.com/openai/37ee9010-079f-4932-9fc9-45cd9372b6dd,423000.0
"Founding Data Scientist, Pricing & Monetization",Data Science,Data Science,FullTime,San Francisco,Hybrid,2026-07-15 19:46:23.668000+00:00,400000.0,500000.0,https://jobs.ashbyhq.com/openai/e5e1a914-79b6-4cf5-929a-01671d8ec4cd,450000.0
"Support Delivery Lead, Government",User Operations,Support Delivery,FullTime,"Washington, DC",Hybrid,2026-07-17 00:08:08.049000+00:00,284000.0,315000.0,https://jobs.ashbyhq.com/openai/362a91cc-8e64-4922-a650-68161de60daa,299500.0
Academic Research Partnerships & Programs Lead,Partnerships,Partnerships,FullTime,San Francisco,Hybrid,2026-07-16 00:31:00.740000+00:00,333000.0,370000.0,https://jobs.ashbyhq.com/openai/d7dc62fc-e7ce-4f58-a912-4b62b65c7eb6,351500.0
"Support Delivery Lead, Ads",User Operations,Support Delivery,FullTime,San Francisco,Hybrid,2026-07-16 19:00:36.769000+00:00,284000.0,315000.0,https://jobs.ashbyhq.com/openai/0875c19f-3f37-403e-81e9-7bf2429f1e4e,299500.0
Support Delivery Lead,User Operations,Support Delivery,FullTime,San Francisco,Hybrid,2026-08-27 17:38:30.628000+00:00,234000.0,260000.0,https://jobs.ashbyhq.com/openai/2e645639-3362-42f7-b0b9-e99380c48d29,247000.0
"Senior Counsel, Commercial (Robotics)",Legal,Legal,FullTime,San Francisco,OnSite,2026-07-22 21:00:15.829000+00:00,297000.0,347000.0,https://jobs.ashbyhq.com/openai/21734593-6318-4e55-a685-53c52c0bbfe9,322000.0
"Software Engineer, Ads Integrity",Applied AI,Applied AI Engineering,FullTime,San Francisco,Hybrid,2026-09-14 18:34:43.801000+00:00,293000.0,385000.0,https://jobs.ashbyhq.com/openai/596e543a-0ab9-471e-a1ff-40fd55c74fce,339000.0
"Product Manager, Legal",Applied AI,Applied AI,FullTime,San Francisco,Hybrid,2026-07-24 22:05:27.112000+00:00,347000.0,490000.0,https://jobs.ashbyhq.com/openai/83b3ef17-5211-403d-b763-850e1c60faa0,418500.0
"HRBP, Consumer Devices",Consumer Devices,G&A,FullTime,San Francisco,OnSite,2026-07-17 21:32:12.986000+00:00,230000.0,260000.0,https://jobs.ashbyhq.com/openai/000cf0f2-090d-40c6-b9f8-1699db9a4c68,245000.0
"Cyber Operations Strategist, Critical Harm Operations",User Operations,Trust & Safety,FullTime,Ontario - Remote,Not Specified,2026-08-26 18:41:05.105000+00:00,140000.0,188000.0,https://jobs.ashbyhq.com/openai/93a481a0-0ee9-4eb9-bb2b-691859af895a,164000.0
"Global Mobility Manager, Strategic Initiatives",People,Global Mobility,FullTime,San Francisco,Hybrid,2026-08-26 16:41:42.875000+00:00,220000.0,260000.0,https://jobs.ashbyhq.com/openai/002c6146-f1bf-4653-8929-8112b577837b,240000.0
"Strategic Sourcing Manager, Data Center Infrastructure, Owner Furnished Equipment",Scaling,Datacenter Design,FullTime,San Francisco,Not Specified,2026-08-23 20:19:09.799000+00:00,226000.0,285000.0,https://jobs.ashbyhq.com/openai/831e2f91-c213-4208-9eb3-4ce2cc6b9acf,255500.0
Manufacturing Quality Engineer – Datacenter Infrastructure,Scaling,Datacenter Design,FullTime,San Francisco,Not Specified,2026-08-23 22:31:59.970000+00:00,230000.0,355000.0,https://jobs.ashbyhq.com/openai/ece054ea-ac75-4b8a-bdbf-5cdf19368312,292500.0
Site Operations Technician,Scaling,Compute,FullTime,San Francisco,OnSite,2026-07-21 17:28:29.347000+00:00,157000.0,221000.0,https://jobs.ashbyhq.com/openai/43c9fed6-4eb2-4db6-afc5-cd804279779b,189000.0
"Supply Chain Manager, Industrial Compute",Scaling,Workload,FullTime,San Francisco,Hybrid,2026-08-13 14:44:00.149000+00:00,205000.0,335000.0,https://jobs.ashbyhq.com/openai/fb8d253c-b0e9-48c3-870e-2c8e2d655a0d,270000.0
"Technical Program Manager, Infrastructure Strategy & Delivery Operations",Scaling,Workload,FullTime,San Francisco,Hybrid,2026-08-13 14:43:36.395000+00:00,185000.0,285000.0,https://jobs.ashbyhq.com/openai/f0d51f11-0f35-4e10-b8bb-d24191ba26f3,235000.0
"Hardware Technical Program Manager, Infrastructure Partner Operations",Scaling,Datacenter Design,FullTime,San Francisco,Not Specified,2026-07-31 18:51:24.497000+00:00,226000.0,285000.0,https://jobs.ashbyhq.com/openai/0fae998b-5295-4567-b4b5-b20cf0346da3,255500.0
Growth - Digital Marketing (Consumer),Applied AI,Applied AI,FullTime,San Francisco,Hybrid,2026-07-22 17:08:20.438000+00:00,189000.0,265000.0,https://jobs.ashbyhq.com/openai/b00e0207-d65f-4445-87d5-798f6c895dec,227000.0
"AI Support Engineer, Biosciences - San Francisco",User Operations,Support Delivery,FullTime,San Francisco,Hybrid,2026-07-22 00:45:32.896000+00:00,180000.0,260000.0,https://jobs.ashbyhq.com/openai/759dd316-cbe9-4e73-af57-808502568b29,220000.0
Growth - Digital Marketing (Business),Applied AI,Applied AI,FullTime,San Francisco,Hybrid,2026-07-22 17:07:35.705000+00:00,239000.0,325000.0,https://jobs.ashbyhq.com/openai/079ba35a-b4fa-42a3-92bb-dc31de99d9e3,282000.0
Growth - Digital Marketing (Enterprise),Applied AI,Applied AI,FullTime,San Francisco,Hybrid,2026-07-22 17:09:28.387000+00:00,239000.0,325000.0,https://jobs.ashbyhq.com/openai/2b9fa1aa-d844-4aa5-a762-6ac9bbb27d33,282000.0
"Technical Community Lead, Pro",Marketing,Marketing,FullTime,New York City,Hybrid,2026-07-21 23:22:51.451000+00:00,216000.0,240000.0,https://jobs.ashbyhq.com/openai/a51bf098-168e-407a-bf8a-31c38336c6d3,228000.0
"Software Engineer, Privacy Engineering (Lawful Access) ",Security,Security,FullTime,San Francisco,Hybrid,2026-07-23 18:43:09.820000+00:00,293000.0,325000.0,https://jobs.ashbyhq.com/openai/a0ccedf1-2bb7-4f10-8be8-db50f9ae02c3,309000.0
"Head of Government Cyber Integration, OpenAI for Government",OpenAI for Gov,OpenAI for Gov,FullTime,"Washington, DC",Hybrid,2026-07-22 16:15:20.791000+00:00,401000.0,445000.0,https://jobs.ashbyhq.com/openai/83a99320-d95b-49f4-b819-1d723a5adf08,423000.0
"Applied AI Engineer, Agent Enablement ",Go To Market,Technical Success,FullTime,San Francisco,Not Specified,2026-07-21 00:29:42.830000+00:00,197000.0,280000.0,https://jobs.ashbyhq.com/openai/c1a28411-266b-487b-8ef3-03efb254fc36,238500.0
Customer Learning Program Lead,Go To Market,Technical Success,FullTime,San Francisco,Hybrid,2026-07-21 00:49:52.994000+00:00,266000.0,300000.0,https://jobs.ashbyhq.com/openai/644bf871-a584-49e2-8545-240313d9c8b9,283000.0
"Federal Account Director, Intelligence Community",OpenAI for Gov,OpenAI for Gov,FullTime,"Washington, DC",Hybrid,2026-07-21 16:33:38.611000+00:00,261000.0,335000.0,https://jobs.ashbyhq.com/openai/fd5522f1-8e39-4d60-8b8a-34fae61104cb,298000.0
"Communications Manager, Monetization",Communications,Communications,FullTime,San Francisco,Hybrid,2026-07-21 16:56:09.969000+00:00,297000.0,330000.0,https://jobs.ashbyhq.com/openai/b29816ed-6ffc-4ab4-a98c-7f0e051762e5,313500.0
"Software Engineer, AI accelerator Runtime",Scaling,Hardware,FullTime,San Francisco,Hybrid,2026-08-24 18:51:59.391000+00:00,266000.0,445000.0,https://jobs.ashbyhq.com/openai/9248eab6-74e0-4940-98eb-ca09b17da532,355500.0
